299115.469,2801417.25,1972.595
299116,2801415,1973.037
299116.438,2801414.25,1972.996
299116.313,2801414.75,1972.875
299116.094,2801416,1973.057
299116.156,2801415.5,1972.841
299115.813,2801416.75,1972.557
299115.813,2801416.25,1972.723
299116.031,2801415.5,1972.558
299116.469,2801414,1973.254
299116.219,2801414.5,1973.193
299116.281,2801414,1973.058
299116.219,2801415.25,1972.832
299116.625,2801413.75,1973.078
299116.313,2801415,1973.328
299116.469,2801414.25,1973.323
299116.344,2801414.5,1972.919
299116.219,2801414.75,1973.33
299116.656,2801413,1973.176
299116.75,2801412.5,1973.322
299116.125,2801415.75,1973.095
299115.906,2801416.5,1972.905
299115.75,2801417.25,1972.82
299116.094,2801415.75,1972.84
299115.906,2801416.5,1972.534
299115.719,2801417.25,1972.415
299116.125,2801415.25,1973.005
299115.75,2801416.75,1972.992
299115.938,2801416.25,1972.644
299115.906,2801416,1973.002
299115.969,2801416,1972.816
299115.813,2801416.25,1972.951
299115.625,2801417,1972.695
299115.563,2801417,1972.863
299116.375,2801413.5,1973.167
299115.625,2801416.5,1972.768
299115.906,2801415.5,1972.811
299115.938,2801415.5,1973.033
299116.25,2801414,1973.287
299115.688,2801416.5,1973.096
299115.75,2801416,1972.594
299115.813,2801415.75,1972.779
299116.406,2801413.25,1973.211
299116.063,2801414.75,1972.85
299116.063,2801415.5,1973.134
299116.094,2801415,1973.197
299129.469,2801415.5,1972.955
299129.25,2801416.5,1973.211
299129.031,2801417.5,1972.926
299128.969,2801417.75,1972.696
299130.094,2801414,1973.29
299129.406,2801416.75,1973.07
299129.469,2801416.5,1973.226
299129.469,2801416,1972.895
299129.281,2801417.5,1973.079
299129.875,2801414.5,1973.144
299129.406,2801416.75,1973.138
299129.063,2801417.75,1972.544
299129.438,2801416.25,1972.797
299129.25,2801417,1972.652
299129.375,2801416.25,1972.781
299129.188,2801416.5,1972.762
299128.875,2801417.5,1972.498
299129.5,2801415.25,1973.311
299129.219,2801416.25,1972.681
299129.656,2801415.25,1973.381
299129.625,2801415,1973.144
299128.969,2801417,1972.512
299129.031,2801416.75,1972.704
299129.25,2801416.5,1973.013
299132.375,2801401,1973.046
299129.156,2801417,1972.99
299129.875,2801413.75,1973.108
299129.188,2801417,1972.784
299129.531,2801415,1972.87
299129.438,2801415.25,1972.923
299129.594,2801416,1972.972
299129.344,2801416.75,1972.855
299129.406,2801417.25,1972.987
299132.625,2801401.25,1973.082
299130.031,2801413.75,1973.193
299129.813,2801415,1973.1
299129.844,2801415,1973.321
299129.656,2801415.25,1972.854
299129.375,2801416.5,1972.694
299129.656,2801416,1973.365
299129.563,2801416.25,1973.265
299129.531,2801415.75,1972.826
299129.219,2801417.5,1972.994
299129.844,2801414.75,1973.102
299129.438,2801415.75,1972.982
299129.656,2801414.5,1973.229
299129.906,2801413.5,1973.268
299129.125,2801416.75,1972.618
299129.031,2801417.25,1972.873
299128.875,2801417.75,1972.448
299129.063,2801417,1972.773
299129.563,2801415.75,1973.307
299130.125,2801413,1973.377
299128.938,2801417.5,1972.762
299129.375,2801415.75,1972.739
299129.75,2801414.25,1972.884
299129.125,2801416.75,1973.166
299116.156,2801414.5,1973.238
299132.688,2801401,1973.041
299129.781,2801415.25,1973.068
299130,2801414,1973.238
299129.125,2801417.5,1972.631
299129.656,2801414.5,1973.029
299129.625,2801415.5,1973.166
299116.188,2801415,1973.028
299116.625,2801413.25,1973.052
299129.75,2801415.75,1973.276
299129.406,2801417,1973.164
299129.781,2801415.25,1973.202
299115.875,2801415.75,1972.984
299129.438,2801415.5,1973.294
299129.313,2801415.75,1972.934
299116.25,2801413.75,1973.384
299129.813,2801414,1973.151
299129.031,2801417.5,1973.103
299116.313,2801414.25,1973.191
299116.469,2801414,1972.941
299115.844,2801416.75,1972.456
299115.781,2801416.25,1972.556
299116,2801415.25,1972.875
299129.438,2801415.75,1973.185
299129.094,2801417.25,1972.675
299129.313,2801416,1972.72
299130,2801414.5,1973.256
299129.781,2801413.75,1973.228
299132.188,2801401.25,1973.035
299129.563,2801415.25,1973.036
299129.219,2801416,1972.807
299116,2801416.25,1972.999
299116.094,2801415.25,1973.205
299129.281,2801416.75,1972.746
299116.594,2801412.75,1973.316
299116.719,2801413,1973.372
299116.656,2801413,1973.176
299116.406,2801413.25,1973.211
299116.625,2801412.25,1973.223
299132.625,2801401.25,1973.082
299132.688,2801401,1973.041
299132.375,2801401,1973.046
299116.625,2801413.25,1973.052
299116.781,2801412.75,1973.293
299116.906,2801385.75,1980.152
299116.813,2801385,1974.457
299117.063,2801386,1980.587
299116.969,2801385,1974.468
299117.188,2801385.75,1974.008
299117.094,2801386,1974.048
299116.906,2801385.75,1974.496
299116.781,2801385,1980.418
299117.031,2801385.25,1980.162
299116.938,2801385.75,1980.437
299116.969,2801385.5,1980.436
299116.938,2801385.25,1980.121
299116.906,2801386,1980.364
299117.125,2801385.75,1974.503
299117.031,2801385.25,1974.434
299117.125,2801385.25,1974.027
299116.938,2801385.5,1980.071
299116.969,2801385.75,1979.969
299116.969,2801385.5,1973.983
299116.875,2801385,1973.97
299116.938,2801385.75,1974.585
299116.875,2801385.25,1974.45
299116.938,2801385.25,1973.933
299115.969,2801385,1992.084
299116.781,2801385,1992.186
299118.5,2801385.5,1986.146
299116,2801385.25,1992.051
299118.469,2801385,1986.04
299116.813,2801385.25,1992.158
299116.188,2801386,1992.201
299116.75,2801385.5,1992.242
299116.781,2801385.75,1992.229
299118.375,2801385.25,1986.082
299118.344,2801385.25,1986.589
299116.875,2801385.5,1992.122
299118.5,2801385.25,1986.6
299118.313,2801385.25,1986.485
299116,2801385.75,1992.154
299116.656,2801385,1992.085
299116,2801385.75,1992.11
299117.063,2801385.5,1973.918
299116.813,2801385.25,1980.501
299118.688,2801385.75,1986.163
